SiteNumber,SiteLongit,SiteLatitu,slo,wti,accumulati,Dis_Sea,Slope_degr,TWI,curv,curv_profi,Area,handMean,Altitude,imp,Dis_storm,Soil_Point,Soil_Mean,Rain_MAX,Rain_Mean,Wind_MAX,Wind_Mean,Wind_Point,Rain_Point,Tide_Mean,Tide_Point,RiverDisMn,Mean_Gage_height,Slope-Invariability,Max_Gage_height
1407500,-74.115556,40.319722,3.02305,-4.39191,1600450,0.117716,7.9433,16.248117,103169000,23713200000.0,125190000,16.1274,30.0,9.7913,0.020994,0.185418,0.328356,6.394799,6.186486,60.684818,60.211204,60.3247,6.15922,4.096174,4.13954,51178.2011,5.246042,1.362800054,7.92
1396500,-74.879167,40.677778,4.67278,-4.06427,2029020,0.63778,14.4386,15.876021,62528700,61710300000.0,162835000,43.9266,282.1,5.80455,0.858646,0.426199,0.417161,6.953923,6.480526,56.174301,51.536192,56.1743,5.95727,3.845959,3.67921,52620.16907,6.356771,0.884866139,12.93
1396582,-74.936944,40.691389,4.50308,-4.63068,402075,0.696982,6.7566,15.029045,61798100,21789400000.0,31578100,45.4951,379.1,3.26839,0.917763,0.426199,0.424762,6.117203,5.964084,56.648232,55.92336,56.5286,5.8703,3.697668,3.65651,66510.04523,2.835521,0.844178155,7.91
1396660,-74.968889,40.6475,5.03464,-4.76113,465465,0.716333,5.11274,15.45351,26855200,18871500000.0,29894900,59.7334,280.25,4.11768,0.93419,0.426199,0.426603,5.794761,5.757228,56.908405,56.668474,56.6551,5.79866,3.575329,3.60318,76006.07983,0.73375,1.04502157,6.3
1396800,-74.915556,40.64,5.09135,-4.43983,3504870,0.662708,16.0646,16.31111,73312704,7835590000.0,106140000,47.5085,193.5,3.29002,0.881221,0.426199,0.425903,6.117203,5.859679,56.908405,56.392587,56.487,5.86902,3.639858,3.62105,65829.78719,2.13,0.921977329,4.06
1397000,-74.868056,40.572222,4.70213,-4.33715,4716190,0.603154,1.00921,19.350253,59753500,3672630000.0,378085000,43.0579,125.01,5.13996,0.814726,0.416811,0.422679,6.953923,6.117117,56.908405,54.312607,56.2826,5.88029,3.721522,3.59967,51555.58413,3.313854,0.832595304,13.61
1398102,-74.696389,40.546944,4.15254,-4.41946,8642640,0.429636,5.13839,18.369961,43672800,-26336100000.0,664301000,36.4756,45.54,5.46818,0.643875,0.416811,0.421285,6.953923,6.01251,56.908405,54.919243,56.8101,6.01225,3.653854,3.74808,47084.64302,3.499167,0.932697163,19.73
1399100,-74.681667,40.649444,3.53836,-4.60594,2032500,0.442174,1.61953,18.055844,41001400,707714000.0,17784000,23.1301,95.0,4.0931,0.662322,0.418291,0.418291,6.353055,6.278937,55.88382,55.463037,56.1483,6.20795,3.866628,3.85364,54059.30897,6.273854,1.427870724,12.45
1399670,-74.773611,40.619444,4.42242,-2.97483,568744,0.520064,2.47402,16.370066,52671300,3199200000.0,44569500,32.3137,121.5,4.37607,0.740061,0.416811,0.417777,6.043246,5.986305,56.422844,56.286023,56.4228,6.01497,3.694105,3.72428,62358.85941,1.931458,1.380463273,9.56
1399780,-74.686667,40.634722,4.37981,-4.1662,5514160,0.441608,7.32253,17.566884,65785500,8345810000.0,278343000,34.7208,70.0,4.38077,0.662409,0.418291,0.415045,6.999775,6.305453,56.515163,54.065838,56.3688,6.17628,3.823466,3.82261,46382.01797,3.276458,0.979076085,7.6
