SiteNumber,SiteLongit,SiteLatitu,slo,wti,accumulati,Dis_Sea,Slope_degr,TWI,curv,curv_profi,Area,handMean,Altitude,imp,Dis_storm,Soil_Point,Soil_Mean,Rain_MAX,Rain_Mean,Wind_MAX,Wind_Mean,Wind_Point,Rain_Point,Tide_Mean,Tide_Point,RiverDisMn,Mean_Gage_height,Slope-Invariability,Max_Gage_height
1396000,-74.299722,40.605833,1.93261,-4.16571,681185,0.119952,4.91774,15.872952,166291008,-10429600000.0,54881000,11.4603,19.99,18.6286,1.122309,0.332522,0.337791,1.571858,1.487016,75.158241,74.767932,75.1043,1.42505,8.819025,9.05685,38339.3113,4.077187,1.368108666,4.14
1398500,-74.636111,40.708333,5.61909,-4.75143,890918,0.427844,15.7807,14.960171,92781000,-15667100000.0,68748200,45.9387,224.49,5.10195,1.145038,0.378161,0.372911,1.881215,1.815669,73.9748,73.887561,73.9714,1.89535,7.835628,7.76696,47043.91493,2.010625,1.264137313,2.44
1399500,-74.730278,40.7275,4.36498,-4.07214,1150020,0.519197,21.7966,14.869327,87170800,12886600000.0,91331700,34.5154,284.14,5.87746,1.142127,0.378161,0.367375,2.011549,1.868263,74.08757,73.846956,74.0342,1.9955,7.67244,7.48747,49519.19091,1.698646,0.791464877,2.05
1379845,-74.56,40.886111,6.47454,-4.80403,1544490,0.494331,4.40114,16.801689,236540992,23950600000.0,121764000,42.3261,561.83,5.99265,1.335522,0.334332,0.336217,1.742215,1.62105,73.659386,72.894035,73.4229,1.66832,8.017275,8.04132,44785.49258,1.894688,0.890127345,2.56
1381400,-74.511944,40.812222,5.92019,-4.94357,453203,0.406308,0.230364,18.318295,125505000,-2298050000.0,36284600,51.1743,310.0,5.63701,1.274604,0.367662,0.367662,1.748876,1.692297,73.833885,73.767552,73.6714,1.62257,8.082819,8.2003,45426.88253,1.850104,1.631712754,3.38
1381500,-74.456944,40.807222,5.48079,-4.829,875333,0.372005,1.37353,17.372151,122460000,-1331540000.0,67403700,47.2128,260.01,9.81437,1.282334,0.367662,0.367662,1.748876,1.649456,73.833885,73.712353,73.6386,1.53276,8.1744,8.41161,42166.61805,2.298542,1.298498412,3.0
1379500,-74.389722,40.726111,3.22931,-4.21614,3188470,0.268472,2.55402,18.062776,107938000,11199900000.0,256255000,21.5189,193.51,9.17595,1.218776,0.367662,0.367261,1.890109,1.686102,74.360947,74.010069,74.2752,1.45854,8.205631,8.68359,36489.84586,3.530729,1.275240638,3.85
1379530,-74.353611,40.744444,3.45838,-4.59788,373776,0.26855,1.27053,16.595939,121148000,1114310000.0,29251400,30.2248,159.64,17.2195,1.244892,0.335798,0.335798,1.389604,1.321354,74.462212,74.189761,74.2627,1.41804,8.913281,8.79558,35478.99507,11.226875,0.832487235,12.7
1381800,-74.347222,40.845,3.75986,-4.3485,4402280,0.361248,7.82132,17.275515,115882000,19172300000.0,178900000,29.774,162.0,12.7569,1.344238,0.335798,0.363579,1.748876,1.539842,73.891594,73.590239,73.363,1.34396,8.364139,8.71865,36653.89089,2.817778,1.191002972,4.08
1381900,-74.321667,40.8625,4.24951,-4.43128,11305300,0.368773,4.05726,18.872828,167467008,-18876100000.0,907671000,28.6594,149.26,10.1345,1.367126,0.335798,0.351607,1.890109,1.55628,74.462212,73.499643,73.1721,1.31106,8.308437,8.7321,27730.50761,12.424271,1.249688688,13.29
1389492,-74.234444,40.884444,5.6257,-4.63966,24636700,0.337405,5.95391,19.270775,269831008,45268200.0,1974090000,37.9929,150.0,7.95821,1.408465,0.331882,0.345493,1.890109,1.376051,74.462212,71.883302,72.6546,1.16652,8.315693,8.85051,19949.845,8.454271,1.149410837,9.28
1389500,-74.226111,40.884722,5.62551,-4.6396,24645500,0.333236,14.0604,18.400624,269804000,-40499400000.0,1974510000,37.988,120.0,7.96106,1.410644,0.331882,0.34549,1.890109,1.376051,74.462212,71.883302,72.6546,1.16652,8.315693,8.85051,19949.74467,1.400104,1.149560723,3.14
1389534,-74.235556,40.845,4.2305,-4.78582,183720,0.305551,1.21822,15.925901,98391200,3314980000.0,13662200,35.6851,300.08,18.7558,1.369814,0.335798,0.335798,1.230319,1.211498,73.781174,73.588858,73.0894,1.17977,8.97502,8.97113,36765.22737,0.369167,1.211101344,0.79
1389550,-74.222222,40.871944,4.35681,-4.75968,296400,0.320314,5.4446,14.939614,96257504,37070900000.0,22115600,35.1442,165.69,17.6604,1.399096,0.335798,0.335798,1.230319,1.195912,73.781174,73.39941,72.717,1.14083,8.959895,8.8904,35838.30133,1.019583,0.981270409,1.73
1393890,-74.270556,40.734722,4.08982,-4.70631,179197,0.231619,6.52033,14.256502,75576800,39845100000.0,13624200,42.4505,114.6,22.2632,1.254452,0.335798,0.335798,1.289791,1.271081,75.391396,74.86991,75.1193,1.30123,9.101655,9.10232,35998.28272,2.018854,1.229117859,2.81
1393895,-74.285,40.722778,4.04136,-4.70461,249824,0.224728,6.77183,14.55091,68673600,-41996500000.0,18716100,40.8852,88.9,22.2718,1.239516,0.335798,0.335798,1.318266,1.285811,75.405495,74.9694,75.1112,1.32783,9.097981,9.04673,35534.82675,1.338854,1.146791798,2.32
1389890,-74.128333,40.885833,5.50721,-4.63201,26258900,0.29429,0.237283,22.353947,262322000,540786000.0,2104410000,37.3788,24.52,8.69338,1.434807,0.331882,0.34472,1.890109,1.35844,74.462212,71.899685,71.8018,0.964651,8.345593,8.93852,19064.2917,1.157292,1.20498207,1.75
1392170,-74.187778,40.8,3.14268,-4.47281,253189,0.241191,4.84924,14.897187,156347008,168000000000.0,20167700,23.868,100.0,21.577,1.336968,0.335798,0.335705,1.15278,1.121429,73.459663,72.934962,73.9759,1.17912,9.030244,9.17045,35194.72634,1.447292,1.331654039,2.06
1392500,-74.171667,40.788056,3.15384,-4.46506,352957,0.222384,2.69799,15.808083,83680896,-1768420000.0,27681200,24.9372,62.6,22.0206,1.329244,0.335798,0.335798,1.227098,1.189692,74.674919,73.932921,73.7381,1.15137,9.089928,9.1865,34650.11368,1.303021,1.107351152,2.32
1379773,-74.539722,40.96,6.8066,-4.21996,129701,0.545727,4.01909,14.414384,394547008,19852500000.0,9566240,24.1873,712.54,2.76258,1.412091,0.334332,0.334332,1.580676,1.543835,72.897835,72.633598,72.9527,1.60664,8.126397,8.09587,48488.7989,1.585,0.571905571,2.04
1379780,-74.557222,40.949444,7.03592,-4.3945,176824,0.545528,3.98376,14.733041,345019008,25500800000.0,13313300,34.7506,694.91,4.21411,1.397808,0.334332,0.334332,1.606645,1.556397,72.952721,72.697423,73.1215,1.64114,8.116526,8.01868,48366.87533,2.685625,0.609879608,3.11
1380450,-74.419167,40.9075,6.05614,-4.77248,3762630,0.444278,1.73657,18.604186,258652992,-3254500000.0,301197000,37.4889,479.0,6.74408,1.388599,0.334332,0.338346,1.742215,1.567799,73.666328,72.945153,73.0153,1.43958,8.136883,8.41734,39328.85505,1.034479,1.067226524,1.24
1382210,-74.501667,41.039722,6.0255,-4.68749,885374,0.598533,15.5772,14.967531,290915008,43518700000.0,69477600,36.5929,790.0,1.14252,1.49841,0.334332,0.338882,1.531833,1.467994,72.103783,71.440817,72.2687,1.52417,8.046154,8.10388,51470.30122,3.931042,1.353158923,4.3
1382385,-74.408333,41.024722,5.96725,-4.67728,2049830,0.550792,6.02977,16.771662,270944992,69155700000.0,156105000,34.486,610.0,1.59301,1.505186,0.334332,0.336879,1.531833,1.440901,72.393173,71.569592,72.0595,1.38483,8.114669,8.28334,45738.19316,3.223646,1.344739216,4.36
1382500,-74.401111,41.018333,5.97874,-4.68192,2073140,0.542233,13.6798,15.953523,271272000,-39885000000.0,164142000,34.1939,549.17,1.619,1.500621,0.334332,0.336738,1.531833,1.437746,72.393173,71.568788,72.0595,1.38483,8.125786,8.30522,45674.92311,2.440625,1.364953085,3.22
1381000,-74.394722,40.896944,5.96897,-4.73942,3879460,0.425599,3.13477,18.057785,254228000,16279000000.0,310484000,36.9218,195.68,6.83385,1.383922,0.334332,0.338363,1.742215,1.562228,73.666328,72.949992,72.9822,1.41202,8.149855,8.4969,38221.5846,2.495729,1.091831327,2.79
1382800,-74.298056,40.998611,6.40591,-4.81426,3333080,0.467931,2.27115,18.221922,333980992,4520940000.0,227151000,36.5043,187.9,3.09934,1.505027,0.331882,0.335658,1.531833,1.411053,72.442383,71.699392,71.9367,1.2455,8.198135,8.51264,41833.65537,2.402917,1.15325668,3.23
1386000,-74.311667,41.073611,8.16301,-5.34781,381577,0.539662,5.87945,15.115649,522555008,-10027400000.0,30412300,48.946,326.79,3.23228,1.574916,0.331882,0.33196,1.324797,1.290758,71.356003,71.023736,71.2086,1.26244,8.289186,8.34743,47616.14797,0.455729,1.260737515,0.82
